INCIDENT_ADDRESS,BOROUGH,COMMUNITY_BOARD,POLICE_PRECINCT,CITY_COUNCIL_DISTRICT,BBL,CREATED_DATE,STATUS,RESOLUTION_ACTION,CLOSED_DATE,X_COORDINATE,Y_COORDINATE,LATITUDE,LONGITUDE,ZIP_CODE,CENSUS_TRACT,BIN,NTA,LOCATION
424 WEST   33 STREET,MANHATTAN,04 MANHATTAN,Precinct 10,03,1007290163,12/04/2021,Open,Graffiti Reported,,984877,213655,40.753099,-73.997704,10001, 103  ,1012841,Hudson Yards-Chelsea-Flatiron-Union Square,"(40.753099, -73.997704)"
4706 7 AVENUE,BROOKLYN,07 BROOKLYN,Precinct 72,38,3007670038,12/08/2021,Open,Property Research Required,,983061,173911,40.644022,-74.004284,11220,  96  ,3012369,Sunset Park East,"(40.644022, -74.004284)"
8501 21 AVENUE,BROOKLYN,11 BROOKLYN,Precinct 62,47,3063470010,12/16/2021,Open,Site to be cleaned.,,985495,159250,40.603781,-73.995516,11214, 290  ,3165880,Bensonhurst West,"(40.603781, -73.995516)"
183 THOMPSON STREET,MANHATTAN,02 MANHATTAN,Precinct 6,03,1005250016,12/26/2021,Open,Graffiti Reported,,984225,204488,40.727922,-74.000112,10012,  65  ,1008249,West Village,"(40.727922, -74.000112)"
6123 4 AVENUE,BROOKLYN,07 BROOKLYN,Precinct 72,38,3057910001,12/02/2021,Open,Property Research Required,,978923,172478,40.640088,-74.019194,11220, 122  ,3143716,Sunset Park West,"(40.640088, -74.019194)"
484 IRVING AVENUE,BROOKLYN,04 BROOKLYN,Precinct 83,37,3033990036,11/21/2021,Open,Graffiti Reported,,1009794,192611,40.695313,-73.907883,11237, 437  ,3078400,Bushwick North,"(40.695313, -73.907883)"
34-14 31 STREET,QUEENS,01 QUEENS,Precinct 114,26,4006070034,11/09/2021,Open,Graffiti Reported,,1004316,215915,40.759291,-73.927569,11106,  57  ,4008140,Astoria,"(40.759291, -73.927569)"
47-03 108 STREET,QUEENS,04 QUEENS,Precinct 110,21,4020030001,09/28/2021,Open,Graffiti Reported,,1023993,211275,40.746489,-73.856569,11368, 415  ,4437350,Corona,"(40.746489, -73.856569)"
441 KNICKERBOCKER AVENUE,BROOKLYN,04 BROOKLYN,Precinct 83,37,3032890002,06/03/2021,Open,Graffiti Reported,,1006692,194033,40.699224,-73.919065,11237, 431  ,3075092,Bushwick North,"(40.699224, -73.919065)"
41-01 NATIONAL STREET,QUEENS,04 QUEENS,Precinct 110,21,4019760001,09/28/2021,Open,Graffiti Reported,,1022163,212009,40.748511,-73.863169,11368, 405  ,4048563,North Corona,"(40.748511, -73.863169)"
542 MCDONALD AVENUE,BROOKLYN,12 BROOKLYN,Precinct 66,39,3053520030,11/08/2021,Open,Site downloaded for cleaning,,990043,172870,40.641309,-73.979155,11218, 486  ,3125172,Kensington-Ocean Parkway,"(40.641309, -73.979155)"
1700 SOUTHERN BOULEVARD,BRONX,03 BRONX,Precinct 42,17,2029830011,09/01/2021,Open,Site downloaded for cleaning,,1015120,243954,40.836219,-73.888441,10460, 161  ,2010603,Crotona Park East,"(40.836219, -73.888441)"
26 BRIGHTON   11 STREET,BROOKLYN,13 BROOKLYN,Precinct 60,48,3087070375,08/30/2021,Open,Graffiti Reported,,996343,151213,40.581713,-73.956464,11235, 61004,3245361,Brighton Beach,"(40.581713, -73.956464)"
7805/ New Utrecht AV,BROOKLYN,Unspecified BROOKLYN,Unspecified,,,07/30/2021,Open,Property Research Required,,,,,,,,,,
775 MARCY AVENUE,BROOKLYN,03 BROOKLYN,Precinct 79,36,3018090001,10/29/2021,Open,Site downloaded for cleaning,,998791,189646,40.687227,-73.947576,11216, 265  ,3322228,Bedford,"(40.687227, -73.947576)"
321 WEST  125 STREET,MANHATTAN,10 MANHATTAN,Precinct 28,09,1019520019,12/15/2021,Open,Site to be cleaned.,,997595,234547,40.810443,-73.951792,10027, 257  ,1059310,Central Harlem South,"(40.810443, -73.951792)"
29-05 36 AVENUE,QUEENS,01 QUEENS,Precinct 114,26,4003410001,09/21/2021,Open,Site downloaded for cleaning,,1003310,215179,40.757273,-73.931202,11106,  53  ,4004105,Astoria,"(40.757273, -73.931202)"
130 NOSTRAND AVENUE,BROOKLYN,03 BROOKLYN,Precinct 79,33,3017370027,08/09/2021,Open,Site downloaded for cleaning,,997369,192842,40.695974,-73.952690,11205,1237  ,3048491,Bedford,"(40.695974, -73.95269)"
1164 BROADWAY,BROOKLYN,03 BROOKLYN,Precinct 81,36,3016080034,11/17/2021,Open,Site downloaded for cleaning,,1004183,191740,40.692937,-73.928120,11221, 289  ,3399411,Stuyvesant Heights,"(40.692937, -73.92812)"
139-19 JAMAICA AVENUE,QUEENS,12 QUEENS,Precinct 103,24,4096730024,11/17/2021,Open,Graffiti Reported,,1036267,195241,40.702416,-73.812396,11435, 214  ,4206672,Briarwood-Jamaica Hills,"(40.702416, -73.812396)"
1686 FLATBUSH AVENUE,BROOKLYN,18 BROOKLYN,Precinct 63,45,3075970043,08/24/2021,Open,Site downloaded for cleaning,,999833,168522,40.629217,-73.943860,11210, 742  ,3207267,Flatlands,"(40.629217, -73.94386)"
51-29 53 ave,QUEENS,Unspecified QUEENS,Unspecified,,,10/29/2021,Open,Site downloaded for cleaning,,,,,,,,,,
686 EAST  219 STREET,BRONX,12 BRONX,Precinct 47,12,2046510051,05/05/2021,Closed,Cleaning crew dispatched.  Property cleaned.,08/17/2021,1022037,261276,40.883736,-73.863346,10467, 392  ,2057524,Williamsbridge-Olinville,"(40.883736, -73.863346)"
1088 UTICA AVENUE,BROOKLYN,17 BROOKLYN,Precinct 67,45,3047600008,11/04/2021,Open,Site downloaded for cleaning,,1003735,174653,40.646233,-73.929803,11203, 850  ,3105276,East Flatbush-Farragut,"(40.646233, -73.929803)"
996 RUTLAND ROAD,BROOKLYN,17 BROOKLYN,Precinct 67,41,3046120004,09/29/2021,Open,Graffiti Reported,,1004625,180670,40.662551,-73.926560,11212, 884  ,3099930,Rugby-Remsen Village,"(40.662551, -73.92656)"
1645 MCDONALD AVENUE,BROOKLYN,12 BROOKLYN,Precinct 66,44,3065830080,08/24/2021,Open,Site downloaded for cleaning,,991539,162547,40.612828,-73.973747,11230, 440  ,3173552,Ocean Parkway South,"(40.612828, -73.973747)"
26 WEST  184 STREET,BRONX,07 BRONX,Precinct 52,14,2031980028,09/26/2021,Open,Site downloaded for cleaning,,1010902,252962,40.860957,-73.903648,10468, 253  ,2118337,Kingsbridge Heights,"(40.860957, -73.903648)"
21 CLEVELAND PLACE,MANHATTAN,02 MANHATTAN,Precinct 5,01,1004810010,09/05/2021,Open,Site downloaded for cleaning,,984991,202186,40.721631,-73.997327,10012,  41  ,1083497,SoHo-TriBeCa-Civic Center-Little Italy,"(40.721631, -73.997327)"
210 EAST    6 STREET,MANHATTAN,03 MANHATTAN,Precinct 9,02,1004610012,11/09/2021,Open,Site downloaded for cleaning,,987035,204500,40.728009,-73.990020,10003,  38  ,1006613,East Village,"(40.728009, -73.99002)"
141 NEPTUNE AVENUE,BROOKLYN,13 BROOKLYN,Precinct 60,48,3088120107,08/16/2021,Open,Graffiti Reported,,995709,151398,40.582221,-73.958747,11235, 61003,3248004,Brighton Beach,"(40.582221, -73.958747)"
105-09 LIBERTY AVENUE,QUEENS,10 QUEENS,Precinct 106,28,4095090056,06/11/2021,Open,Graffiti Reported,,1029774,188004,40.682588,-73.835863,11417,  94  ,4201550,South Ozone Park,"(40.682588, -73.835863)"
62 4 AVENUE,BROOKLYN,02 BROOKLYN,Precinct 84,33,3001980041,10/15/2021,Open,Site downloaded for cleaning,,989956,188035,40.682788,-73.979427,11217,  39  ,3001456,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill,"(40.682788, -73.979427)"
72 PRINCE STREET,MANHATTAN,02 MANHATTAN,Precinct 5,01,1004970018,09/15/2021,Open,Graffiti Reported,,985059,203023,40.723928,-73.997081,10012,  43  ,1007567,SoHo-TriBeCa-Civic Center-Little Italy,"(40.723928, -73.997081)"
2005 65 STREET,BROOKLYN,11 BROOKLYN,Precinct 62,47,3055490001,09/17/2021,Open,Graffiti Reported,,988287,163807,40.616288,-73.985459,11204, 254  ,3133618,Bensonhurst West,"(40.616288, -73.985459)"
150-09 12 ROAD,QUEENS,07 QUEENS,Precinct 109,19,4045170056,10/05/2021,Open,Site downloaded for cleaning,,1035834,227115,,,,,,,
201 BEVERLY ROAD,BROOKLYN,12 BROOKLYN,Precinct 66,39,3053350092,11/10/2021,Open,Site downloaded for cleaning,,990324,173492,40.642870,-73.978113,11218, 488  ,3124599,Kensington-Ocean Parkway,"(40.64287, -73.978113)"
94-09 JAMAICA AVENUE,QUEENS,09 QUEENS,Precinct 102,32,4088830107,12/02/2021,Open,Site downloaded for cleaning,,1025618,192206,40.694141,-73.850821,11421,  22  ,4182459,Woodhaven,"(40.694141, -73.850821)"
1105 CASTLEHILL AVENUE,BRONX,09 BRONX,Precinct 43,18,2038090044,12/17/2021,Open,Site to be cleaned.,,1025603,241666,40.829896,-73.850571,10472,  78  ,2026433,Westchester-Unionport,"(40.829896, -73.850571)"
4912 3 AVENUE,BROOKLYN,07 BROOKLYN,Precinct 72,38,3007810043,08/10/2021,Open,Graffiti Reported,,980324,175402,40.648114,-74.014148,11220,  20  ,3012841,Sunset Park West,"(40.648114, -74.014148)"
146-57 HORACE HARDING EXPRE,QUEENS,07 QUEENS,Precinct 109,20,4064170031,08/10/2021,Open,Site downloaded for cleaning,,1033411,209524,40.741635,-73.822592,11367, 837  ,4140556,Queensboro Hill,"(40.741635, -73.822592)"
99 SHEFFIELD AVENUE,BROOKLYN,05 BROOKLYN,Precinct 75,37,3036860009,11/11/2021,Open,Site downloaded for cleaning,,1012644,185179,40.674935,-73.897648,11207,1198  ,3083494,East New York,"(40.674935, -73.897648)"
146-46 LIBERTY AVENUE,QUEENS,12 QUEENS,Precinct 103,28,4100550002,10/27/2021,Open,Graffiti Reported,,1038280,192767,40.695566,-73.805214,11435, 204  ,4214988,Jamaica,"(40.695566, -73.805214)"
232 6 STREET,BROOKLYN,06 BROOKLYN,Precinct 78,39,3009920007,11/17/2021,Open,Site downloaded for cleaning,,987419,184399,40.672823,-73.988601,11215, 119  ,3338566,Park Slope-Gowanus,"(40.672823, -73.988601)"
13 WARSOFF PLACE,BROOKLYN,03 BROOKLYN,Precinct 79,33,3017180030,08/23/2021,Open,Site downloaded for cleaning,,996961,193831,40.698689,-73.954159,11205,1237  ,3048310,Bedford,"(40.698689, -73.954159)"
950 NOSTRAND AVENUE,BROOKLYN,09 BROOKLYN,Precinct 71,35,3012960048,09/23/2021,Open,Graffiti Reported,,997870,181797,40.665657,-73.950905,11225, 321  ,3034167,Crown Heights South,"(40.665657, -73.950905)"
141 JOHNSON AVENUE,BROOKLYN,01 BROOKLYN,Precinct 90,34,3030610001,09/20/2021,Open,Site downloaded for cleaning,,999692,196676,40.706494,-73.944304,11206, 505  ,3400453,East Williamsburg,"(40.706494, -73.944304)"
1901 PARK AVENUE,MANHATTAN,11 MANHATTAN,Precinct 25,09,1017780001,05/25/2021,Open,Site downloaded for cleaning,,1001673,233563,40.807735,-73.937063,10035, 242  ,1054509,East Harlem North,"(40.807735, -73.937063)"
595 BAY STREET,STATEN ISLAND,01 STATEN ISLAND,Precinct 120,49,5004920003,12/02/2021,Open,Site downloaded for cleaning,,963148,167836,40.627323,-74.076020,10304,  21  ,5013202,Stapleton-Rosebank,"(40.627323, -74.07602)"
671 HENRY STREET,BROOKLYN,06 BROOKLYN,Precinct 76,39,3003730001,09/30/2021,Open,Graffiti Reported,,983677,186508,40.678598,-74.002066,11231,  65  ,3005447,Carroll Gardens-Columbia Street-Red Hook,"(40.678598, -74.002066)"
812 ROGERS AVENUE,BROOKLYN,17 BROOKLYN,Precinct 67,40,3050900054,07/14/2021,Open,Graffiti Reported,,997427,176448,40.650976,-73.952513,11226, 822  ,3116917,Prospect Lefferts Gardens-Wingate,"(40.650976, -73.952513)"
827 MADISON STREET,BROOKLYN,03 BROOKLYN,Precinct 81,41,3014810064,09/28/2021,Open,Graffiti Reported,,1005634,189910,40.687910,-73.922894,11221, 375  ,3039673,Stuyvesant Heights,"(40.68791, -73.922894)"
2121 COYLE STREET,BROOKLYN,15 BROOKLYN,Precinct 61,46,3073680065,09/29/2021,Open,Site downloaded for cleaning,,1001756,157869,40.600215,-73.937003,11229, 570  ,3200507,Sheepshead Bay-Gerritsen Beach-Manhattan Beach,"(40.600215, -73.937003)"
2013 86 STREET,BROOKLYN,11 BROOKLYN,Precinct 62,47,3063460073,12/06/2021,Open,Graffiti Reported,,984840,159473,40.604393,-73.997875,11214, 288  ,3165874,Bensonhurst West,"(40.604393, -73.997875)"
59-12 37 AVENUE,QUEENS,02 QUEENS,Precinct 108,26,4012140053,12/06/2021,Open,Site downloaded for cleaning,,1011059,212489,40.749869,-73.903242,11377, 259  ,4027755,Woodside,"(40.749869, -73.903242)"
4716 7 AVENUE,BROOKLYN,07 BROOKLYN,Precinct 72,38,3007670043,12/08/2021,Open,Property Research Required,,983049,173897,40.643984,-74.004328,11220,  96  ,3012370,Sunset Park East,"(40.643984, -74.004328)"
6807 BAY PARKWAY,BROOKLYN,11 BROOKLYN,Precinct 62,44,3065750007,12/08/2021,Open,Property Research Required,,988802,162151,40.611743,-73.983605,11204, 430  ,3173186,Bensonhurst East,"(40.611743, -73.983605)"
6 WEST  124 STREET,MANHATTAN,11 MANHATTAN,Precinct 25,09,,01/01/2022,Open,Property Research Required,,999971,232903,40.805886,-73.943115,10027, 198  ,,East Harlem North,"(40.805886, -73.943115)"
1501 NEPTUNE AVENUE,BROOKLYN,13 BROOKLYN,Precinct 60,47,3069960097,11/29/2021,Open,Graffiti Reported,,988903,150278,40.579154,-73.983250,11224, 348  ,3188492,Seagate-Coney Island,"(40.579154, -73.98325)"
50-24 98 STREET,QUEENS,04 QUEENS,Precinct 110,21,4018900041,09/29/2021,Open,Graffiti Reported,,1021899,209700,40.742175,-73.864135,11368, 44302,4046829,Corona,"(40.742175, -73.864135)"
415 SARATOGA AVENUE,BROOKLYN,16 BROOKLYN,Precinct 73,41,3014640001,08/09/2021,Open,Graffiti Reported,,1007297,184020,40.671739,-73.916917,11233, 363  ,3039307,Ocean Hill,"(40.671739, -73.916917)"
370 BROADWAY,BROOKLYN,01 BROOKLYN,Precinct 90,33,3021537503,07/14/2021,Open,Site downloaded for cleaning,,996727,197005,40.707401,-73.954997,11211, 529  ,3339494,Williamsburg,"(40.707401, -73.954997)"
6217/ 6 AV,BROOKLYN,Unspecified BROOKLYN,Unspecified,,,08/08/2021,Open,Property Research Required,,,,,,,,,,
5821 FIFTH AVENUE,BROOKLYN,07 BROOKLYN,Precinct 72,38,3008560002,08/19/2021,Open,Graffiti Reported,,980048,172613,40.640459,-74.015141,11220, 102  ,3016041,Sunset Park East,"(40.640459, -74.015141)"
7806 17 AVENUE,BROOKLYN,11 BROOKLYN,Precinct 62,43,3062590072,07/30/2021,Open,Graffiti Reported,,984173,162612,40.613009,-74.000277,11214, 264  ,3162115,Bensonhurst West,"(40.613009, -74.000277)"
1391 BEDFORD AVENUE,BROOKLYN,08 BROOKLYN,Precinct 77,36,3012180001,10/24/2021,Open,Site downloaded for cleaning,,997211,185428,40.675625,-73.953274,11216, 221  ,3030631,Crown Heights North,"(40.675625, -73.953274)"
2102 AVENUE U,BROOKLYN,15 BROOKLYN,Precinct 61,48,3073540001,09/29/2021,Open,Site downloaded for cleaning,,998074,157696,40.599505,-73.950219,11229, 578  ,3199835,Madison,"(40.599505, -73.950219)"
90-10 ELMHURST AVENUE,QUEENS,03 QUEENS,Precinct 115,21,4014780039,12/15/2021,Open,Graffiti Reported,,1018573,212054,40.748649,-73.876125,11372, 275  ,4036370,Jackson Heights,"(40.748649, -73.876125)"
43-02 108 STREET,QUEENS,04 QUEENS,Precinct 110,21,4019870030,09/28/2021,Open,Graffiti Reported,,1023686,212039,40.748587,-73.857672,11368, 403  ,4595545,North Corona,"(40.748587, -73.857672)"
166 THROOP AVENUE,BROOKLYN,03 BROOKLYN,Precinct 79,36,3017260027,10/07/2021,Open,Site downloaded for cleaning,,999720,194114,40.699462,-73.944209,11206, 257  ,3048356,Bedford,"(40.699462, -73.944209)"
313 50 STREET,BROOKLYN,07 BROOKLYN,Precinct 72,38,3007820069,01/06/2022,Open,Site to be cleaned.,,980386,175102,40.647324,-74.013982,11220,  78  ,3012909,Sunset Park West,"(40.647324, -74.013982)"
120 WEST  145 STREET,MANHATTAN,10 MANHATTAN,Precinct 32,09,1020130044,06/24/2021,Open,Graffiti Reported,,1001676,238312,40.820770,-73.937040,10039, 232  ,1060173,Central Harlem North-Polo Grounds,"(40.82077, -73.93704)"
126-12 NORTHERN BOULEVARD,QUEENS,07 QUEENS,Precinct 110,21,4018200006,10/29/2021,Open,Site downloaded for cleaning,,1027039,216503,40.760824,-73.845543,11368, 38301,4045014,park-cemetery-etc-Queens,"(40.760824, -73.845543)"
6900 FT HAMILTON PARKWAY,BROOKLYN,10 BROOKLYN,Precinct 68,43,3058770048,01/03/2022,Open,Site to be cleaned.,,980848,168299,40.628618,-74.012256,11228, 132  ,3145918,Dyker Heights,"(40.628618, -74.012256)"
410 THIRD AVENUE,BROOKLYN,06 BROOKLYN,Precinct 78,39,3009910039,07/26/2021,Open,Site downloaded for cleaning,,987117,184505,40.673100,-73.989664,11215, 119  ,3021544,Park Slope-Gowanus,"(40.6731, -73.989664)"
150-02 GUINZBURG ROAD,QUEENS,12 QUEENS,Precinct 103,28,4101120001,10/27/2021,Open,Graffiti Reported,,1039168,193415,40.697386,-73.801948,11433, 204  ,4000000,Jamaica,"(40.697386, -73.801948)"
558 WEST  181 STREET,MANHATTAN,12 MANHATTAN,Precinct 34,10,1021530067,07/15/2021,Open,Site downloaded for cleaning,,1002804,248590,40.848978,-73.932936,10033, 269  ,1063637,Washington Heights North,"(40.848978, -73.932936)"
7510 18 AVENUE,BROOKLYN,11 BROOKLYN,Precinct 62,43,3062260043,12/08/2021,Open,Graffiti Reported,,985325,162703,40.613259,-73.996128,11214, 264  ,3160240,Bensonhurst West,"(40.613259, -73.996128)"
75 EAST HOUSTON STREET,MANHATTAN,02 MANHATTAN,Precinct 5,01,1005070022,10/04/2021,Open,Graffiti Reported,,986111,203182,40.724364,-73.993286,10012,  43  ,1082674,SoHo-TriBeCa-Civic Center-Little Italy,"(40.724364, -73.993286)"
32 MARCONI PLACE,BROOKLYN,16 BROOKLYN,Precinct 73,41,3015650041,08/24/2021,Open,Graffiti Reported,,1008452,185841,40.676735,-73.912747,11233, 301  ,3042526,Ocean Hill,"(40.676735, -73.912747)"
97-36 55 AVENUE,QUEENS,04 QUEENS,Precinct 110,21,4019060025,06/07/2021,Open,Graffiti Reported,,1022065,208503,40.738889,-73.863542,11368, 44302,4047210,Corona,"(40.738889, -73.863542)"
383 BROOME STREET,MANHATTAN,02 MANHATTAN,Precinct 5,01,1004710037,10/03/2021,Open,Graffiti Reported,,985181,201744,40.720418,-73.996641,10013,  41  ,1006981,SoHo-TriBeCa-Civic Center-Little Italy,"(40.720418, -73.996641)"
194 BEDFORD AVENUE,BROOKLYN,01 BROOKLYN,Precinct 94,33,3023270028,09/02/2021,Open,Site downloaded for cleaning,,995856,200672,40.717468,-73.958133,11249, 553  ,3335703,North Side-South Side,"(40.717468, -73.958133)"
150 EAST   45 STREET,MANHATTAN,06 MANHATTAN,Precinct 17,04,1012990041,08/10/2021,Open,Graffiti Reported,,991448,213650,40.753094,-73.974020,10017,  92  ,1036181,Turtle Bay-East Midtown,"(40.753094, -73.97402)"
2008 CHURCH AVENUE,BROOKLYN,14 BROOKLYN,Precinct 70,40,3051010001,12/20/2021,Open,Site to be cleaned.,,995130,176128,40.650101,-73.960791,11226, 51002,3117136,Flatbush,"(40.650101, -73.960791)"
65 RIVINGTON STREET,MANHATTAN,03 MANHATTAN,Precinct 5,01,1004150022,11/01/2021,Open,Site downloaded for cleaning,,987002,201804,40.720607,-73.990151,10002,  18  ,1005485,Chinatown,"(40.720607, -73.990151)"
35-17 31 STREET,QUEENS,01 QUEENS,Precinct 114,26,4006040016,06/24/2021,Open,Site downloaded for cleaning,,1003969,215340,40.757713,-73.928823,11106,  53  ,4008011,Astoria,"(40.757713, -73.928823)"
3904/ 3 AV,BROOKLYN,Unspecified BROOKLYN,Unspecified,,,08/18/2021,Open,Property Research Required,,,,,,,,,,
5411 6 AVENUE,BROOKLYN,07 BROOKLYN,Precinct 72,38,3008250006,08/08/2021,Open,Graffiti Reported,,981318,172958,40.641406,-74.010565,11220, 100  ,3014718,Sunset Park East,"(40.641406, -74.010565)"
555 EDGECOMBE AVENUE,MANHATTAN,12 MANHATTAN,Precinct 33,10,1021090034,08/23/2021,Open,Site downloaded for cleaning,,1001198,242998,40.833633,-73.938755,10032, 24301,1062545,Washington Heights South,"(40.833633, -73.938755)"
1287 HERKIMER STREET,BROOKLYN,16 BROOKLYN,Precinct 73,41,3015510059,07/24/2021,Open,Site downloaded for cleaning,,1008949,186134,40.677537,-73.910954,11233, 301  ,3042210,Ocean Hill,"(40.677537, -73.910954)"
271 EAST HOUSTON STREET,MANHATTAN,03 MANHATTAN,Precinct 7,02,1003500012,08/26/2021,Open,Site downloaded for cleaning,,988545,202201,40.721671,-73.984505,10002,  3001,1004241,Chinatown,"(40.721671, -73.984505)"
2829 CHURCH AVENUE,BROOKLYN,17 BROOKLYN,Precinct 67,40,3050910060,08/11/2021,Open,Site downloaded for cleaning,,997944,176370,40.650761,-73.950650,11226, 820  ,3116990,Prospect Lefferts Gardens-Wingate,"(40.650761, -73.95065)"
313 UTICA AVENUE,BROOKLYN,09 BROOKLYN,Precinct 71,41,3014030004,10/20/2021,Open,Site downloaded for cleaning,,1003322,182408,40.667324,-73.931251,11213, 349  ,3037790,Crown Heights North,"(40.667324, -73.931251)"
1056 RUTLAND ROAD,BROOKLYN,17 BROOKLYN,Precinct 67,41,3046140009,09/29/2021,Open,Graffiti Reported,,1005091,181067,40.663640,-73.924879,11212, 884  ,3100050,Rugby-Remsen Village,"(40.66364, -73.924879)"
1629 BUSHWICK AVENUE,BROOKLYN,04 BROOKLYN,Precinct 83,37,3034750001,11/16/2021,Open,Site downloaded for cleaning,,1011229,187302,40.680737,-73.902730,11207, 407  ,3405299,park-cemetery-etc-Brooklyn,"(40.680737, -73.90273)"
830 ROCKAWAY AVENUE,BROOKLYN,16 BROOKLYN,Precinct 73,42,3036140037,08/30/2021,Open,Site downloaded for cleaning,,1009753,179471,40.659247,-73.908081,11212, 916  ,3082624,Brownsville,"(40.659247, -73.908081)"
3485 FORT HAMILTON PARKWAY,BROOKLYN,12 BROOKLYN,Precinct 66,39,3053020029,11/09/2021,Open,Site downloaded for cleaning,,988031,174388,40.645331,-73.986375,11218, 498  ,3123395,Kensington-Ocean Parkway,"(40.645331, -73.986375)"
5125 9 AVENUE,BROOKLYN,12 BROOKLYN,Precinct 66,38,3056520001,10/13/2021,Open,Site downloaded for cleaning,,983543,171999,40.638881,-74.002436,11220, 114  ,3138190,Borough Park,"(40.638881, -74.002436)"
4434 WHITE PLAINS ROAD,BRONX,12 BRONX,Precinct 47,11,2050700015,08/17/2021,Open,Site downloaded for cleaning,,1024673,266860,40.899050,-73.853780,10470, 434  ,2070719,Woodlawn-Wakefield,"(40.89905, -73.85378)"
2630 KINGSBRIDGE TERRACE,BRONX,07 BRONX,Precinct 52,14,2032370067,09/05/2021,Open,Graffiti Reported,,1010252,256209,40.869871,-73.905985,10463, 269  ,2015134,Kingsbridge Heights,"(40.869871, -73.905985)"
73 DECATUR STREET,BROOKLYN,03 BROOKLYN,Precinct 79,36,3018550045,07/22/2021,Open,Site downloaded for cleaning,,1000642,187241,40.680595,-73.940900,11216, 269  ,3053522,Bedford,"(40.680595, -73.9409)"
176 JULES DRIVE,STATEN ISLAND,01 STATEN ISLAND,Precinct 121,49,5016410069,10/13/2021,Open,Graffiti Reported,,939039,165050,40.619586,-74.162855,10314, 30301,5032135,Mariner's Harbor-Arlington-Port Ivory-Graniteville,"(40.619586, -74.162855)"
185 DAHILL ROAD,BROOKLYN,12 BROOKLYN,Precinct 66,39,3053320072,07/12/2021,Open,Site downloaded for cleaning,,989665,173472,40.642816,-73.980488,11218, 496  ,3124493,Kensington-Ocean Parkway,"(40.642816, -73.980488)"
2073 FREDERICK DOUGLAS BOULEVARD,MANHATTAN,10 MANHATTAN,Precinct 28,09,1018477501,09/02/2021,Open,Graffiti Reported,,996121,231483,40.802036,-73.957122,10026, 19702,1086220,Central Harlem South,"(40.802036, -73.957122)"
1701 AVENUE M,BROOKLYN,14 BROOKLYN,Precinct 70,44,3067370058,10/27/2021,Open,Site downloaded for cleaning,,995909,164521,40.618241,-73.958004,11230, 538  ,3180693,Midwood,"(40.618241, -73.958004)"
